title,year,genre,overview,rating,language,industry,time,poster_url
3 Idiots,2022,"Fantasy, Thriller","This is the story of Movie 148, which involves unexpected events and dramatic turns.",9.4,Hindi,Bollywood,02:20:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Drishyam,1964,Adventure,"This is the story of Movie 149, which involves unexpected events and dramatic turns.",8.9,Hindi,Bollywood,02:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Parasite,1955,"Thriller, Romance, Sci-Fi","This is the story of Movie 150, which involves unexpected events and dramatic turns.",6.4,English,Hollywood,01:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Lost Whisper,2014,"Fantasy, Romance, Thriller","This is the story of Movie 151, which involves unexpected events and dramatic turns.",7.9,English,Hollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fight Club,1964,"Comedy, Sci-Fi, Thriller","This is the story of Movie 152, which involves unexpected events and dramatic turns.",9.5,English,Hollywood,01:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Court,1968,"Thriller, Horror, Adventure","This is the story of Movie 153, which involves unexpected events and dramatic turns.",6.5,Marathi,Marathi,02:18:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,1984,"Fantasy, Sci-Fi, Horror","This is the story of Movie 154, which involves unexpected events and dramatic turns.",6.5,English,Hollywood,02:06:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Swades,2017,"Drama, Thriller","This is the story of Movie 155, which involves unexpected events and dramatic turns.",6.8,Hindi,Bollywood,02:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fight Club,1996,"Crime, Horror, Action","This is the story of Movie 156, which involves unexpected events and dramatic turns.",5.3,English,Hollywood,02:26:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1965,Thriller,"This is the story of Movie 157, which involves unexpected events and dramatic turns.",7.8,English,Hollywood,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,1951,Fantasy,"This is the story of Movie 158, which involves unexpected events and dramatic turns.",6.9,English,Hollywood,01:44:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Jogwa,1962,"Horror, Fantasy, Drama","This is the story of Movie 159, which involves unexpected events and dramatic turns.",4.9,Marathi,Marathi,02:30:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Drishyam,1956,Romance,"This is the story of Movie 160, which involves unexpected events and dramatic turns.",8.1,Hindi,Bollywood,01:35:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1972,"Crime, Thriller, Action","This is the story of Movie 161, which involves unexpected events and dramatic turns.",6.0,Marathi,Marathi,02:23:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Glorious Secret,1974,Crime,"This is the story of Movie 162, which involves unexpected events and dramatic turns.",8.2,English,Hollywood,01:46:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Harishchandrachi Factory,1966,"Romance, Crime","This is the story of Movie 163, which involves unexpected events and dramatic turns.",8.8,Marathi,Marathi,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,2001,"Comedy, Drama","This is the story of Movie 164, which involves unexpected events and dramatic turns.",8.0,English,Hollywood,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1978,Sci-Fi,"This is the story of Movie 165, which involves unexpected events and dramatic turns.",5.2,English,Hollywood,01:44:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Harishchandrachi Factory,2009,"Romance, Crime, Fantasy","This is the story of Movie 166, which involves unexpected events and dramatic turns.",7.0,Marathi,Marathi,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Natsamrat,2011,Comedy,"This is the story of Movie 167, which involves unexpected events and dramatic turns.",5.0,Marathi,Marathi,01:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,1972,"Action, Drama","This is the story of Movie 168, which involves unexpected events and dramatic turns.",5.5,Hindi,Bollywood,02:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,2018,Drama,"This is the story of Movie 169, which involves unexpected events and dramatic turns.",9.1,Marathi,Marathi,02:59:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Masaan,1989,Crime,"This is the story of Movie 170, which involves unexpected events and dramatic turns.",4.3,Hindi,Bollywood,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sholay,1953,Action,"This is the story of Movie 171, which involves unexpected events and dramatic turns.",8.2,Hindi,Bollywood,02:37:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Natsamrat,1972,Drama,"This is the story of Movie 172, which involves unexpected events and dramatic turns.",8.7,Marathi,Marathi,02:22:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sholay,1972,"Action, Romance","This is the story of Movie 173, which involves unexpected events and dramatic turns.",7.0,Hindi,Bollywood,02:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Queen,1971,"Horror, Crime, Sci-Fi","This is the story of Movie 174, which involves unexpected events and dramatic turns.",6.5,Hindi,Bollywood,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,1982,Action,"This is the story of Movie 175, which involves unexpected events and dramatic turns.",8.6,English,Hollywood,02:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,1962,Action,"This is the story of Movie 176, which involves unexpected events and dramatic turns.",6.5,English,Hollywood,02:12:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,1980,"Action, Thriller","This is the story of Movie 177, which involves unexpected events and dramatic turns.",9.2,English,Hollywood,02:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1976,"Drama, Fantasy","This is the story of Movie 178, which involves unexpected events and dramatic turns.",4.9,Marathi,Marathi,02:14:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Pulp Fiction,1952,"Romance, Comedy","This is the story of Movie 179, which involves unexpected events and dramatic turns.",7.6,English,Hollywood,01:37:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Ti Saddhya Kay Karte,2023,Drama,"This is the story of Movie 180, which involves unexpected events and dramatic turns.",9.5,Marathi,Marathi,02:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,1957,"Sci-Fi, Action, Comedy","This is the story of Movie 181, which involves unexpected events and dramatic turns.",4.1,Hindi,Bollywood,02:29:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,1965,"Adventure, Fantasy, Sci-Fi","This is the story of Movie 182, which involves unexpected events and dramatic turns.",7.1,Hindi,Bollywood,02:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,1990,Fantasy,"This is the story of Movie 183, which involves unexpected events and dramatic turns.",9.1,Hindi,Bollywood,02:13:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Balak Palak,2000,"Thriller, Fantasy, Drama","This is the story of Movie 184, which involves unexpected events and dramatic turns.",4.7,Marathi,Marathi,02:39:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,2022,Horror,"This is the story of Movie 185, which involves unexpected events and dramatic turns.",9.3,English,Hollywood,01:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,1962,"Drama, Action, Horror","This is the story of Movie 186, which involves unexpected events and dramatic turns.",9.0,English,Hollywood,02:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Parasite,1989,"Crime, Adventure, Horror","This is the story of Movie 187, which involves unexpected events and dramatic turns.",5.9,English,Hollywood,02:29:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,1994,Crime,"This is the story of Movie 188, which involves unexpected events and dramatic turns.",6.7,Hindi,Bollywood,02:06:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Disciple,1995,"Adventure, Comedy","This is the story of Movie 189, which involves unexpected events and dramatic turns.",8.1,Marathi,Marathi,02:58:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Barfi!,2014,"Horror, Adventure, Comedy","This is the story of Movie 190, which involves unexpected events and dramatic turns.",7.2,Hindi,Bollywood,02:35:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,2010,"Action, Horror","This is the story of Movie 191, which involves unexpected events and dramatic turns.",6.6,English,Hollywood,02:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,1975,"Thriller, Adventure","This is the story of Movie 192, which involves unexpected events and dramatic turns.",9.3,English,Hollywood,02:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,1998,"Drama, Sci-Fi","This is the story of Movie 193, which involves unexpected events and dramatic turns.",6.3,English,Hollywood,02:25:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,2007,"Comedy, Horror, Action","This is the story of Movie 194, which involves unexpected events and dramatic turns.",6.2,Hindi,Bollywood,02:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,1957,"Drama, Thriller, Fantasy","This is the story of Movie 195, which involves unexpected events and dramatic turns.",9.5,English,Hollywood,02:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Kahaani,2023,"Drama, Crime","This is the story of Movie 196, which involves unexpected events and dramatic turns.",6.9,Hindi,Bollywood,02:59:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,2006,Crime,"This is the story of Movie 197, which involves unexpected events and dramatic turns.",4.2,English,Hollywood,02:07:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,2009,"Thriller, Fantasy","This is the story of Movie 198, which involves unexpected events and dramatic turns.",6.4,English,Hollywood,02:01:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1957,Romance,"This is the story of Movie 199, which involves unexpected events and dramatic turns.",6.3,Marathi,Marathi,02:00:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,2003,"Horror, Thriller","This is the story of Movie 200, which involves unexpected events and dramatic turns.",5.6,English,Hollywood,01:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mimi,1955,Drama,"This is the story of Movie 201, which involves unexpected events and dramatic turns.",4.4,Hindi,Bollywood,02:59:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Drishyam,1962,"Fantasy, Action","This is the story of Movie 202, which involves unexpected events and dramatic turns.",9.4,Hindi,Bollywood,02:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,1991,"Fantasy, Thriller, Crime","This is the story of Movie 203, which involves unexpected events and dramatic turns.",6.1,English,Hollywood,02:02:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,1958,"Drama, Comedy, Crime","This is the story of Movie 204, which involves unexpected events and dramatic turns.",5.7,English,Hollywood,02:30:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,1993,"Crime, Drama, Sci-Fi","This is the story of Movie 205, which involves unexpected events and dramatic turns.",7.4,English,Hollywood,02:27:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1979,Thriller,"This is the story of Movie 206, which involves unexpected events and dramatic turns.",7.1,English,Hollywood,01:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,2013,"Action, Adventure, Horror","This is the story of Movie 207, which involves unexpected events and dramatic turns.",5.3,Hindi,Bollywood,02:50:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Prestige,1955,"Horror, Adventure, Romance","This is the story of Movie 208, which involves unexpected events and dramatic turns.",8.1,English,Hollywood,02:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Disciple,1965,"Comedy, Fantasy","This is the story of Movie 209, which involves unexpected events and dramatic turns.",5.2,Marathi,Marathi,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,1998,"Drama, Action","This is the story of Movie 210, which involves unexpected events and dramatic turns.",5.8,English,Hollywood,02:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,1964,"Horror, Crime, Romance","This is the story of Movie 211, which involves unexpected events and dramatic turns.",8.3,English,Hollywood,01:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,2010,"Action, Sci-Fi","This is the story of Movie 212, which involves unexpected events and dramatic turns.",8.2,English,Hollywood,02:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,2011,"Crime, Action, Romance","This is the story of Movie 213, which involves unexpected events and dramatic turns.",7.4,English,Hollywood,02:36:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,1992,"Drama, Sci-Fi","This is the story of Movie 214, which involves unexpected events and dramatic turns.",6.5,Hindi,Bollywood,02:59:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,2005,"Romance, Thriller, Drama","This is the story of Movie 215, which involves unexpected events and dramatic turns.",5.3,English,Hollywood,02:17:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,1962,"Action, Romance","This is the story of Movie 216, which involves unexpected events and dramatic turns.",9.4,English,Hollywood,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
